time	f_x	f_y	f_z	m_x	m_y	m_z	x	y	z	x0	y0	z0	u_x	u_y	u_z	theta	u0_x	u0_y	u0_z	theta0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6217135127482422	0.018947559409743478	0.03010664126910781	0.6217135127482422	0.018947559409743478	0.03010664126910781	-0.12060526744625802	0.9926676356397663	-0.00808298320996908	3.145006498013453	2.145364773307799e-21	-4.0801849489971145e-22	3.6286986804374674e-24	0.005
0.005	0.18110800734378188	-0.001311794872954818	-0.17135043224683133	0.6036543136393243	-0.3302691992666086	0.07377428182252492	0.6217105835177497	0.018947124382727446	0.030105281832479208	0.6217135127482422	0.018947559409743478	0.03010664126910781	-0.12060234036840124	0.9926680038261988	-0.008081440303215632	3.1450186924044723	-0.00031724541879618666	-0.00248226628933908	0.0011991067072122526	0.005006946914316717
0.01	0.1809901627708497	-0.017693658775499978	-0.18707007114532642	0.6254389745688725	-0.3290827666220623	0.07821364940089903	0.6217095895444956	0.018946966699215473	0.030104367391896397	0.6217135127482422	0.018947559409743478	0.03010664126910781	-0.12059750737520827	0.9926686159170617	-0.008078377819332534	3.1450217376834604	-0.0014554691807334413	-0.0032143831336861536	0.0031488700656176665	0.00501185119243508
0.015	0.18016605545682868	-0.002240389926544978	-0.16738620079057884	0.605423851129533	-0.33582668830153317	0.07094444714641207	0.6217085567762066	0.018946276181195945	0.03010359502795007	0.6217135127482422	0.018947559409743478	0.03010664126910781	-0.12059255641984519	0.9926692380605141	-0.008075837076421184	3.1450251304486456	-0.002376297182806769	-0.003987858272565178	0.005141553789569261	0.005017378044420262
0.02	0.17028225576447276	-0.012181472160704214	-0.17917961083996323	0.622572557583964	-0.3413745594756159	0.07379102900211496	0.621707421545057	0.018946077718067646	0.030102753070487376	0.6216054580422137	0.01902523703430969	0.02999560633084051	-0.12058716611193844	0.9926699184942417	-0.00807268763964251	3.14502879359447	0.002172034753011754	-0.10819930719516425	0.13779250191091777	0.0054800823210181095
0.025	0.16928834170946797	-0.006158872873636669	-0.18128028015254394	0.5860184497902792	-0.33948948339068025	0.0779803374994444	0.6217060433895858	0.018945365193645355	0.030101634547513245	0.6215334215715279	0.019077022117353824	0.029921583038662415	-0.12058085820868152	0.9926707126051939	-0.00806926078117049	3.1450331903348685	0.0043832260242553855	-0.16869689254854936	0.2152597288814958	0.005792139457261563
0.030000000000000002	0.17831721637740033	-0.0024876206545420315	-0.16519261130236576	0.6189796533469899	-0.32384964276909556	0.07478318651788873	0.6217048316585231	0.018945070161657848	0.030100359971946905	0.6214853972577374	0.019111545506049883	0.029872234177210567	-0.12057623874418866	0.9926713039660907	-0.008065539818619105	3.145036844726798	0.0052681767221576135	-0.20568763799262646	0.2625408105861414	0.006000817541375688
0.035	0.1753980223364087	-0.0057817731980294934	-0.18139621631986486	0.616072198696234	-0.3454193171015373	0.07130823985133616	0.6217039583844638	0.018943679733450118	0.030099467628742493	0.6214533810485439	0.019134561098513934	0.029839334936242558	-0.12057628765324566	0.9926713106965069	-0.008063980148819976	3.145039781928894	0.0061346642539739865	-0.22909258376510377	0.29136153757665967	0.006137573246314731
0.04	0.17287378127841277	-0.005710187184383594	-0.16932860794863583	0.5971826901908036	-0.32685072539393556	0.07059007274350132	0.621703612417051	0.018940126535315543	0.030098583727930367	0.6214320369090814	0.019149904826823317	0.029817402108930448	-0.1205800696560802	0.9926708384981113	-0.008065556223319429	3.14504155986144	0.007525308347484499	-0.244127715859053	0.3088139949694682	0.006225590223022146
0.045	0.17705079451067207	-0.010311402240070398	-0.1787956989359175	0.6252836039697713	-0.3247822653034024	0.09034453903233201	0.6217030236487404	0.018935421484935218	0.03009754566181802	0.6214178074827733	0.019160133979029544	0.029802780224055813	-0.120587398015281	0.9926699201040838	-0.008069024752481212	3.145044139520853	0.009226804093558855	-0.2541961363384053	0.3188119145482103	0.006280814128409754
