0	0.598744902699158	0.05578097479386	0.253210756132879	-0.0968846727371788	0.994004354444686	0.0506823789261417	0.994539298043615	0.0986702351334339	-0.0339966078546972	-0.0387936184896816	0.0471118673342089	-0.998136026361518
0.005	0.598744902383159	0.0557809763632151	0.25321075480838	-0.0968846641499737	0.99400436314749	0.0506822246581631	0.994539284073857	0.0986702392656167	-0.0339970045316723	-0.0387939980719619	0.0471116750606437	-0.998136020683841
0.01	0.598744900174332	0.0557809873330035	0.253210745550135	-0.0968846384078026	0.994004389236373	0.0506817621972062	0.99453924219474	0.0986702516525184	-0.0339981936805761	-0.0387951359747924	0.0471110986674424	-0.998136003662349
0.015	0.59874489418853	0.0557810170605256	0.253210720460799	-0.0968845955403588	0.994004432681781	0.0506809920576948	0.994539172450152	0.0986702722789878	-0.0340001739783361	-0.0387970309321198	0.0471101387958196	-0.998135975312728
0.02	0.598744882551071	0.0557810748560996	0.253210671682682	-0.0968845355780319	0.994004493453806	0.0506799147539942	0.994539074882193	0.0986703011289649	-0.0340029441018263	-0.0387996816778408	0.0471087960869546	-0.998135935648516
0.025	0.598744863396715	0.0557811699831396	0.253210591397678	-0.0968844585519038	0.994004571522192	0.0506785308004116	0.994538949531179	0.0986703381854885	-0.034006502727867	-0.038803086945802	0.0471070711819916	-0.998135884681104
0.03	0.598744834869649	0.0557813116582348	0.253210471827201	-0.0968843644937489	0.994004666856336	0.050676840711196	0.994538796435659	0.0986703834306972	-0.034010848533226	-0.0388072454698007	0.0471049647220397	-0.998135822419766
0.035	0.598744795123477	0.0557815090512272	0.253210305232118	-0.0968842534360228	0.994004779425288	0.0506748450005388	0.99453861563242	0.0986704368458402	-0.0340159801946177	-0.0388121559835844	0.0471024773481733	-0.998135748871651
0.04	0.598744742321195	0.0557817712852909	0.253210083912683	-0.0968841254118664	0.994004909197758	0.0506725441825745	0.994538407156499	0.0986704984112778	-0.0340218963887044	-0.0388178172208518	0.0470996097014322	-0.998135664041808
0.045	0.598744674635184	0.0557821074370105	0.253209800208469	-0.0968839804550963	0.994005056142111	0.0506699387713803	0.994538171041193	0.0986705681064882	-0.0340285957920958	-0.0388242279152525	0.047096362422822	-0.998135567933195
